effective_session,source_signal_date,rebalance_at_open,forced_universe_exit_at_open,buy,sell,held_during_session,target_weights,gross_target,cash_target
2006-05-11,2006-05-10,True,False,MSI | NUE | THC,AMCC | CIEN | TLAB,ATI | MSI | NUE | PMCS | THC,ATI:0.2000000000 | MSI:0.2000000000 | NUE:0.2000000000 | PMCS:0.2000000000 | THC:0.2000000000,1.0,0.0
2006-05-18,2006-05-17,True,False,FCX,MSI,ATI | FCX | NUE | PMCS | THC,ATI:0.2000000000 | FCX:0.2000000000 | NUE:0.2000000000 | PMCS:0.2000000000 | THC:0.2000000000,1.0,0.0
2006-05-25,2006-05-24,True,False,NVDA,THC,ATI | FCX | NUE | NVDA | PMCS,ATI:0.2000000000 | FCX:0.2000000000 | NUE:0.2000000000 | NVDA:0.2000000000 | PMCS:0.2000000000,1.0,0.0
2006-06-02,2006-06-01,True,False,SANM,PMCS,ATI | FCX | NUE | NVDA | SANM,ATI:0.2000000000 | FCX:0.2000000000 | NUE:0.2000000000 | NVDA:0.2000000000 | SANM:0.2000000000,1.0,0.0
2006-06-09,2006-06-08,True,False,OMX,NVDA,ATI | FCX | NUE | OMX | SANM,ATI:0.2000000000 | FCX:0.2000000000 | NUE:0.2000000000 | OMX:0.2000000000 | SANM:0.2000000000,1.0,0.0
2006-06-23,2006-06-22,True,False,ADM | PD | WFT,FCX | NUE | SANM,ADM | ATI | OMX | PD | WFT,ADM:0.2000000000 | ATI:0.2000000000 | OMX:0.2000000000 | PD:0.2000000000 | WFT:0.2000000000,1.0,0.0
2006-06-30,2006-06-29,True,False,CNX | SANM,ATI | PD,ADM | CNX | OMX | SANM | WFT,ADM:0.2000000000 | CNX:0.2000000000 | OMX:0.2000000000 | SANM:0.2000000000 | WFT:0.2000000000,1.0,0.0
2006-07-10,2006-07-07,True,False,SHLD | TXU,CNX | WFT,ADM | OMX | SANM | SHLD | TXU,ADM:0.2000000000 | OMX:0.2000000000 | SANM:0.2000000000 | SHLD:0.2000000000 | TXU:0.2000000000,1.0,0.0
2006-07-17,2006-07-14,True,False,EP,ADM,EP | OMX | SANM | SHLD | TXU,EP:0.2000000000 | OMX:0.2000000000 | SANM:0.2000000000 | SHLD:0.2000000000 | TXU:0.2000000000,1.0,0.0
2006-07-31,2006-07-28,True,False,ADM | KMG,OMX | SANM,ADM | EP | KMG | SHLD | TXU,ADM:0.2000000000 | EP:0.2000000000 | KMG:0.2000000000 | SHLD:0.2000000000 | TXU:0.2000000000,1.0,0.0
2006-08-07,2006-08-04,True,False,BOL | CIEN | HUM | Q,ADM | EP | SHLD | TXU,BOL | CIEN | HUM | KMG | Q,BOL:0.2000000000 | CIEN:0.2000000000 | HUM:0.2000000000 | KMG:0.2000000000 | Q:0.2000000000,1.0,0.0
2006-08-11,2006-08-04,False,True,,KMG,BOL | CIEN | HUM | Q,BOL:0.2000000000 | CIEN:0.2000000000 | HUM:0.2000000000 | Q:0.2000000000,0.8,0.2
2006-08-14,2006-08-11,True,False,CI | GENZ,CIEN,BOL | CI | GENZ | HUM | Q,BOL:0.2000000000 | CI:0.2000000000 | GENZ:0.2000000000 | HUM:0.2000000000 | Q:0.2000000000,1.0,0.0
2006-08-21,2006-08-18,True,False,KMI | TXU | WIN,BOL | CI | GENZ,HUM | KMI | Q | TXU | WIN,HUM:0.2000000000 | KMI:0.2000000000 | Q:0.2000000000 | TXU:0.2000000000 | WIN:0.2000000000,1.0,0.0
2006-08-28,2006-08-25,True,False,FRX | MRO,HUM | TXU,FRX | KMI | MRO | Q | WIN,FRX:0.2000000000 | KMI:0.2000000000 | MRO:0.2000000000 | Q:0.2000000000 | WIN:0.2000000000,1.0,0.0
2006-09-05,2006-09-01,True,False,AAPL | XTO,KMI | MRO,AAPL | FRX | Q | WIN | XTO,AAPL:0.2000000000 | FRX:0.2000000000 | Q:0.2000000000 | WIN:0.2000000000 | XTO:0.2000000000,1.0,0.0
2006-09-12,2006-09-11,True,False,DVN | NVDA,AAPL | Q,DVN | FRX | NVDA | WIN | XTO,DVN:0.2000000000 | FRX:0.2000000000 | NVDA:0.2000000000 | WIN:0.2000000000 | XTO:0.2000000000,1.0,0.0
2006-09-19,2006-09-18,True,False,F | SUN,DVN | XTO,F | FRX | NVDA | SUN | WIN,F:0.2000000000 | FRX:0.2000000000 | NVDA:0.2000000000 | SUN:0.2000000000 | WIN:0.2000000000,1.0,0.0
2006-10-03,2006-10-02,True,False,AAPL,SUN,AAPL | F | FRX | NVDA | WIN,AAPL:0.2000000000 | F:0.2000000000 | FRX:0.2000000000 | NVDA:0.2000000000 | WIN:0.2000000000,1.0,0.0
2006-10-17,2006-10-16,True,False,FSL | SNDK,FRX | WIN,AAPL | F | FSL | NVDA | SNDK,AAPL:0.2000000000 | F:0.2000000000 | FSL:0.2000000000 | NVDA:0.2000000000 | SNDK:0.2000000000,1.0,0.0
2006-10-24,2006-10-23,True,False,AMD | SBL | THC,AAPL | F | SNDK,AMD | FSL | NVDA | SBL | THC,AMD:0.2000000000 | FSL:0.2000000000 | NVDA:0.2000000000 | SBL:0.2000000000 | THC:0.2000000000,1.0,0.0
2006-11-07,2006-11-06,True,False,GLW,AMD,FSL | GLW | NVDA | SBL | THC,FSL:0.2000000000 | GLW:0.2000000000 | NVDA:0.2000000000 | SBL:0.2000000000 | THC:0.2000000000,1.0,0.0
2006-11-14,2006-11-13,True,False,APCC,THC,APCC | FSL | GLW | NVDA | SBL,APCC:0.2000000000 | FSL:0.2000000000 | GLW:0.2000000000 | NVDA:0.2000000000 | SBL:0.2000000000,1.0,0.0
2006-11-21,2006-11-20,True,False,ATI,GLW,APCC | ATI | FSL | NVDA | SBL,APCC:0.2000000000 | ATI:0.2000000000 | FSL:0.2000000000 | NVDA:0.2000000000 | SBL:0.2000000000,1.0,0.0
2006-11-29,2006-11-28,True,False,AMZN | CIEN,NVDA | SBL,AMZN | APCC | ATI | CIEN | FSL,AMZN:0.2000000000 | APCC:0.2000000000 | ATI:0.2000000000 | CIEN:0.2000000000 | FSL:0.2000000000,1.0,0.0
2006-12-04,2006-11-28,False,True,,FSL,AMZN | APCC | ATI | CIEN,AMZN:0.2000000000 | APCC:0.2000000000 | ATI:0.2000000000 | CIEN:0.2000000000,0.8,0.2
2006-12-06,2006-12-05,True,False,LB,,AMZN | APCC | ATI | CIEN | LB,AMZN:0.2000000000 | APCC:0.2000000000 | ATI:0.2000000000 | CIEN:0.2000000000 | LB:0.2000000000,1.0,0.0
2007-01-08,2007-01-05,True,False,MSI | PD,AMZN | LB,APCC | ATI | CIEN | MSI | PD,APCC:0.2000000000 | ATI:0.2000000000 | CIEN:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,1.0,0.0
2007-01-23,2007-01-22,True,False,GT,ATI,APCC | CIEN | GT | MSI | PD,APCC:0.2000000000 | CIEN:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,1.0,0.0
2007-02-06,2007-02-05,True,False,H,APCC,CIEN | GT | H | MSI | PD,CIEN:0.2000000000 | GT:0.2000000000 | H:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,1.0,0.0
2007-02-13,2007-02-12,True,False,DG,H,CIEN | DG | GT | MSI | PD,CIEN:0.2000000000 | DG:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | PD:0.2000000000,1.0,0.0
2007-02-28,2007-02-27,True,False,ATI | CMX | MHS,CIEN | DG | PD,ATI | CMX | GT | MHS | MSI,ATI:0.2000000000 | CMX:0.2000000000 | GT:0.2000000000 | MHS:0.2000000000 | MSI:0.2000000000,1.0,0.0
2007-03-07,2007-03-06,True,False,CHRW,ATI,CHRW | CMX | GT | MHS | MSI,CHRW:0.2000000000 | CMX:0.2000000000 | GT:0.2000000000 | MHS:0.2000000000 | MSI:0.2000000000,1.0,0.0
2007-03-14,2007-03-13,True,False,APOL,MHS,APOL | CHRW | CMX | GT | MSI,APOL:0.2000000000 | CHRW:0.2000000000 | CMX:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000,1.0,0.0
2007-03-23,2007-03-20,False,True,,CMX,APOL | CHRW | GT | MSI,APOL:0.2000000000 | CHRW:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000,0.8,0.2
2007-03-28,2007-03-27,True,False,X,,APOL | CHRW | GT | MSI | X,APOL:0.2000000000 | CHRW:0.2000000000 | GT:0.2000000000 | MSI:0.2000000000 | X:0.2000000000,1.0,0.0
2007-04-12,2007-04-11,True,False,DG | DYN | NOV,APOL | CHRW | GT,DG | DYN | MSI | NOV | X,DG:0.2000000000 | DYN:0.2000000000 | MSI:0.2000000000 | NOV:0.2000000000 | X:0.2000000000,1.0,0.0
2007-04-19,2007-04-18,True,False,BIG,MSI,BIG | DG | DYN | NOV | X,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | NOV:0.2000000000 | X:0.2000000000,1.0,0.0
2007-05-10,2007-05-09,True,False,GT,X,BIG | DG | DYN | GT | NOV,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | GT:0.2000000000 | NOV:0.2000000000,1.0,0.0
2007-05-17,2007-05-16,True,False,MEDI,NOV,BIG | DG | DYN | GT | MEDI,BIG:0.2000000000 | DG:0.2000000000 | DYN:0.2000000000 | GT:0.2000000000 | MEDI:0.2000000000,1.0,0.0
2007-06-01,2007-05-31,True,True,AMZN,DYN | MEDI,AMZN | BIG | DG | GT,AMZN:0.2000000000 | BIG:0.2000000000 | DG:0.2000000000 | GT:0.2000000000,0.8,0.2
2007-06-08,2007-06-07,True,False,DJ | FDC,GT,AMZN | BIG | DG | DJ | FDC,AMZN:0.2000000000 | BIG:0.2000000000 | DG:0.2000000000 | DJ:0.2000000000 | FDC:0.2000000000,1.0,0.0
2007-06-15,2007-06-14,True,False,CMI | SLM,BIG | DG,AMZN | CMI | DJ | FDC | SLM,AMZN:0.2000000000 | CMI:0.2000000000 | DJ:0.2000000000 | FDC:0.2000000000 | SLM:0.2000000000,1.0,0.0
2007-06-22,2007-06-21,True,False,JNPR,CMI,AMZN | DJ | FDC | JNPR | SLM,AMZN:0.2000000000 | DJ:0.2000000000 | FDC:0.2000000000 | JNPR:0.2000000000 | SLM:0.2000000000,1.0,0.0
2007-06-29,2007-06-28,True,False,AV | CNX,FDC | JNPR,AMZN | AV | CNX | DJ | SLM,AMZN:0.2000000000 | AV:0.2000000000 | CNX:0.2000000000 | DJ:0.2000000000 | SLM:0.2000000000,1.0,0.0
2007-07-09,2007-07-06,True,False,BOL,CNX,AMZN | AV | BOL | DJ | SLM,AMZN:0.2000000000 | AV:0.2000000000 | BOL:0.2000000000 | DJ:0.2000000000 | SLM:0.2000000000,1.0,0.0
2007-07-23,2007-07-20,True,False,CMI,SLM,AMZN | AV | BOL | CMI | DJ,AMZN:0.2000000000 | AV:0.2000000000 | BOL:0.2000000000 | CMI:0.2000000000 | DJ:0.2000000000,1.0,0.0
2007-07-30,2007-07-27,True,False,CPWR | NVDA,AMZN | CMI,AV | BOL | CPWR | DJ | NVDA,AV:0.2000000000 | BOL:0.2000000000 | CPWR:0.2000000000 | DJ:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2007-08-06,2007-08-03,True,False,COV | DFS | HLT,AV | CPWR | DJ,BOL | COV | DFS | HLT | NVDA,BOL:0.2000000000 | COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2007-08-13,2007-08-10,True,False,MSI,BOL,COV | DFS | HLT | MSI | NVDA,COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | MSI:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2007-08-27,2007-08-24,True,False,CMI,MSI,CMI | COV | DFS | HLT | NVDA,CMI:0.2000000000 | COV:0.2000000000 | DFS:0.2000000000 | HLT:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2007-10-02,2007-10-01,True,False,HCR | JNPR,COV | DFS,CMI | HCR | HLT | JNPR | NVDA,CMI:0.2000000000 | HCR:0.2000000000 | HLT:0.2000000000 | JNPR:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2007-10-09,2007-10-08,True,False,AMZN | NOV | WFT,CMI | HCR | HLT,AMZN | JNPR | NOV | NVDA | WFT,AMZN:0.2000000000 | JNPR:0.2000000000 | NOV:0.2000000000 | NVDA:0.2000000000 | WFT:0.2000000000,1.0,0.0
2007-10-16,2007-10-15,True,False,BIIB,NVDA,AMZN | BIIB | JNPR | NOV | WFT,AMZN:0.2000000000 | BIIB:0.2000000000 | JNPR:0.2000000000 | NOV:0.2000000000 | WFT:0.2000000000,1.0,0.0
2007-10-30,2007-10-29,True,False,CI,BIIB,AMZN | CI | JNPR | NOV | WFT,AMZN:0.2000000000 | CI:0.2000000000 | JNPR:0.2000000000 | NOV:0.2000000000 | WFT:0.2000000000,1.0,0.0
2007-11-06,2007-11-05,True,False,CIEN | FCX | LSI | NVDA,AMZN | CI | JNPR | WFT,CIEN | FCX | LSI | NOV | NVDA,CIEN:0.2000000000 | FCX:0.2000000000 | LSI:0.2000000000 | NOV:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2007-11-13,2007-11-12,True,False,AAPL | GS | MBI,CIEN | LSI | NVDA,AAPL | FCX | GS | MBI | NOV,AAPL:0.2000000000 | FCX:0.2000000000 | GS:0.2000000000 | MBI:0.2000000000 | NOV:0.2000000000,1.0,0.0
2007-11-20,2007-11-19,True,False,BIIB | JEC,GS | MBI,AAPL | BIIB | FCX | JEC | NOV,AAPL:0.2000000000 | BIIB:0.2000000000 | FCX:0.2000000000 | JEC:0.2000000000 | NOV:0.2000000000,1.0,0.0
2007-11-28,2007-11-27,True,False,CNX | CPWR,BIIB | NOV,AAPL | CNX | CPWR | FCX | JEC,AAPL:0.2000000000 | CNX:0.2000000000 | CPWR:0.2000000000 | FCX:0.2000000000 | JEC:0.2000000000,1.0,0.0
2007-12-05,2007-12-04,True,False,APOL,JEC,AAPL | APOL | CNX | CPWR | FCX,AAPL:0.2000000000 | APOL:0.2000000000 | CNX:0.2000000000 | CPWR:0.2000000000 | FCX:0.2000000000,1.0,0.0
2007-12-12,2007-12-11,True,False,JNS,CPWR,AAPL | APOL | CNX | FCX | JNS,AAPL:0.2000000000 | APOL:0.2000000000 | CNX:0.2000000000 | FCX:0.2000000000 | JNS:0.2000000000,1.0,0.0
2007-12-19,2007-12-18,True,False,ICE | THC,CNX | FCX,AAPL | APOL | ICE | JNS | THC,AAPL:0.2000000000 | APOL:0.2000000000 | ICE:0.2000000000 | JNS:0.2000000000 | THC:0.2000000000,1.0,0.0
2007-12-27,2007-12-26,True,False,AKAM | CNX,ICE | JNS,AAPL | AKAM | APOL | CNX | THC,AAPL:0.2000000000 | AKAM:0.2000000000 | APOL:0.2000000000 | CNX:0.2000000000 | THC:0.2000000000,1.0,0.0
2008-01-04,2008-01-03,True,False,TT,AAPL,AKAM | APOL | CNX | THC | TT,AKAM:0.2000000000 | APOL:0.2000000000 | CNX:0.2000000000 | THC:0.2000000000 | TT:0.2000000000,1.0,0.0
2008-01-11,2008-01-10,True,False,MON,AKAM,APOL | CNX | MON | THC | TT,APOL:0.2000000000 | CNX:0.2000000000 | MON:0.2000000000 | THC:0.2000000000 | TT:0.2000000000,1.0,0.0
2008-01-18,2008-01-17,True,False,,,APOL | CNX | MON | THC | TT,APOL:0.1000000000 | CNX:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,0.5,0.5
2008-01-28,2008-01-25,True,False,HES,APOL,CNX | HES | MON | THC | TT,CNX:0.1000000000 | HES:0.1000000000 | MON:0.1000000000 | THC:0.1000000000 | TT:0.1000000000,0.5,0.5
2008-03-04,2008-03-03,True,False,JAVA | PHM,MON | THC,CNX | HES | JAVA | PHM | TT,CNX:0.1000000000 | HES:0.1000000000 | JAVA:0.1000000000 | PHM:0.1000000000 | TT:0.1000000000,0.5,0.5
2008-03-18,2008-03-17,True,False,ETFC | RRC,HES | JAVA,CNX | ETFC | PHM | RRC | TT,CNX:0.1000000000 | ETFC:0.1000000000 | PHM:0.1000000000 | RRC:0.1000000000 | TT:0.1000000000,0.5,0.5
2008-03-26,2008-03-25,True,False,DHI | WM,CNX | TT,DHI | ETFC | PHM | RRC | WM,DHI:0.1000000000 | ETFC:0.1000000000 | PHM:0.1000000000 | RRC:0.1000000000 | WM:0.1000000000,0.5,0.5
2008-04-02,2008-04-01,True,False,KBH,DHI,ETFC | KBH | PHM | RRC | WM,ETFC:0.1000000000 | KBH:0.1000000000 | PHM:0.1000000000 | RRC:0.1000000000 | WM:0.1000000000,0.5,0.5
2008-04-09,2008-04-08,True,False,BIG | DHI,RRC | WM,BIG | DHI | ETFC | KBH | PHM,BIG:0.1000000000 | DHI:0.1000000000 | ETFC:0.1000000000 | KBH:0.1000000000 | PHM:0.1000000000,0.5,0.5
2008-04-16,2008-04-15,True,False,DRI,ETFC,BIG | DHI | DRI | KBH | PHM,BIG:0.1000000000 | DHI:0.1000000000 | DRI:0.1000000000 | KBH:0.1000000000 | PHM:0.1000000000,0.5,0.5
2008-04-30,2008-04-29,True,False,RRC | THC | X,DHI | KBH | PHM,BIG | DRI | RRC | THC | X,BIG:0.1000000000 | DRI:0.1000000000 | RRC:0.1000000000 | THC:0.1000000000 | X:0.1000000000,0.5,0.5
2008-05-07,2008-05-06,True,False,CIEN,THC,BIG | CIEN | DRI | RRC | X,BIG:0.1000000000 | CIEN:0.1000000000 | DRI:0.1000000000 | RRC:0.1000000000 | X:0.1000000000,0.5,0.5
2008-05-14,2008-05-13,True,False,FLR | THC,DRI | RRC,BIG | CIEN | FLR | THC | X,BIG:0.1000000000 | CIEN:0.1000000000 | FLR:0.1000000000 | THC:0.1000000000 | X:0.1000000000,0.5,0.5
2008-05-29,2008-05-28,True,False,SAF,FLR,BIG | CIEN | SAF | THC | X,BIG:0.1000000000 | CIEN:0.1000000000 | SAF:0.1000000000 | THC:0.1000000000 | X:0.1000000000,0.5,0.5
2008-06-05,2008-06-04,True,False,BRCM | CMI,CIEN | THC,BIG | BRCM | CMI | SAF | X,BIG:0.1000000000 | BRCM:0.1000000000 | CMI:0.1000000000 | SAF:0.1000000000 | X:0.1000000000,0.5,0.5
2008-06-12,2008-06-11,True,False,S,CMI,BIG | BRCM | S | SAF | X,BIG:0.1000000000 | BRCM:0.1000000000 | S:0.1000000000 | SAF:0.1000000000 | X:0.1000000000,0.5,0.5
2008-06-19,2008-06-18,True,False,CNX,BIG,BRCM | CNX | S | SAF | X,BRCM:0.1000000000 | CNX:0.1000000000 | S:0.1000000000 | SAF:0.1000000000 | X:0.1000000000,0.5,0.5
2008-06-26,2008-06-25,True,False,MEE | SLM,S | X,BRCM | CNX | MEE | SAF | SLM,BRCM:0.1000000000 | CNX:0.1000000000 | MEE:0.1000000000 | SAF:0.1000000000 | SLM:0.1000000000,0.5,0.5
2008-07-03,2008-07-02,True,False,S,SLM,BRCM | CNX | MEE | S | SAF,BRCM:0.1000000000 | CNX:0.1000000000 | MEE:0.1000000000 | S:0.1000000000 | SAF:0.1000000000,0.5,0.5
2008-07-11,2008-07-10,True,False,BIG,BRCM,BIG | CNX | MEE | S | SAF,BIG:0.1000000000 | CNX:0.1000000000 | MEE:0.1000000000 | S:0.1000000000 | SAF:0.1000000000,0.5,0.5
2008-07-25,2008-07-24,True,False,JBL | L,S | SAF,BIG | CNX | JBL | L | MEE,BIG:0.1000000000 | CNX:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | MEE:0.1000000000,0.5,0.5
2008-08-01,2008-07-31,True,False,NOV,BIG,CNX | JBL | L | MEE | NOV,CNX:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | MEE:0.1000000000 | NOV:0.1000000000,0.5,0.5
2008-08-08,2008-08-07,True,False,APOL | BIG,CNX | NOV,APOL | BIG | JBL | L | MEE,APOL:0.1000000000 | BIG:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | MEE:0.1000000000,0.5,0.5
2008-08-15,2008-08-14,True,False,ROH,BIG,APOL | JBL | L | MEE | ROH,APOL:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | MEE:0.1000000000 | ROH:0.1000000000,0.5,0.5
2008-08-22,2008-08-21,True,False,BRL,MEE,APOL | BRL | JBL | L | ROH,APOL:0.1000000000 | BRL:0.1000000000 | JBL:0.1000000000 | L:0.1000000000 | ROH:0.1000000000,0.5,0.5
2008-09-22,2008-09-19,True,False,FTR,JBL,APOL | BRL | FTR | L | ROH,APOL:0.1000000000 | BRL:0.1000000000 | FTR:0.1000000000 | L:0.1000000000 | ROH:0.1000000000,0.5,0.5
2008-09-29,2008-09-26,True,False,MBI,L,APOL | BRL | FTR | MBI | ROH,APOL:0.1000000000 | BRL:0.1000000000 | FTR:0.1000000000 | MBI:0.1000000000 | ROH:0.1000000000,0.5,0.5
2008-10-06,2008-10-03,True,False,FHN | MTG,APOL | BRL,FHN | FTR | MBI | MTG | ROH,FHN:0.1000000000 | FTR:0.1000000000 | MBI:0.1000000000 | MTG:0.1000000000 | ROH:0.1000000000,0.5,0.5
2008-10-13,2008-10-10,True,False,HBAN,ROH,FHN | FTR | HBAN | MBI | MTG,FHN:0.1000000000 | FTR:0.1000000000 | HBAN:0.1000000000 | MBI:0.1000000000 | MTG:0.1000000000,0.5,0.5
2008-10-31,2008-10-24,False,True,,MTG,FHN | FTR | HBAN | MBI,FHN:0.1000000000 | FTR:0.1000000000 | HBAN:0.1000000000 | MBI:0.1000000000,0.4,0.6
2008-11-03,2008-10-31,True,False,SNDK | ZION,FTR,FHN | HBAN | MBI | SNDK | ZION,FHN:0.1000000000 | HBAN:0.1000000000 | MBI:0.1000000000 | SNDK:0.1000000000 | ZION:0.1000000000,0.5,0.5
2008-11-10,2008-11-07,True,False,CME | UST,FHN | HBAN | MBI | SNDK | ZION,CME | UST,CME:0.1000000000 | UST:0.1000000000,0.2,0.8
2008-11-17,2008-11-14,True,False,HBAN | MI | RF | ZION,UST,CME | HBAN | MI | RF | ZION,CME:0.1000000000 | HBAN:0.1000000000 | MI:0.1000000000 | RF:0.1000000000 | ZION:0.1000000000,0.5,0.5
2008-11-24,2008-11-21,True,False,FHN,CME,FHN | HBAN | MI | RF | ZION,FHN:0.1000000000 | HBAN:0.1000000000 | MI:0.1000000000 | RF:0.1000000000 | ZION:0.1000000000,0.5,0.5
2008-12-02,2008-12-01,True,False,BBT | MU,FHN | RF,BBT | HBAN | MI | MU | ZION,BBT:0.1000000000 | HBAN:0.1000000000 | MI:0.1000000000 | MU:0.1000000000 | ZION:0.1000000000,0.5,0.5
2008-12-09,2008-12-08,True,False,APOL | SWN,BBT | MI | MU,APOL | HBAN | SWN | ZION,APOL:0.1000000000 | HBAN:0.1000000000 | SWN:0.1000000000 | ZION:0.1000000000,0.4,0.6
2008-12-16,2008-12-15,True,False,ADM | FDO | ROH,HBAN | ZION,ADM | APOL | FDO | ROH | SWN,ADM:0.1000000000 | APOL:0.1000000000 | FDO:0.1000000000 | ROH:0.1000000000 | SWN:0.1000000000,0.5,0.5
2008-12-23,2008-12-22,True,False,UST,ADM | FDO | ROH | SWN,APOL | UST,APOL:0.1000000000 | UST:0.1000000000,0.2,0.8
2008-12-31,2008-12-30,True,False,FHN | NCC | RF | SWN | WB,APOL | UST,FHN | NCC | RF | SWN | WB,FHN:0.1000000000 | NCC:0.1000000000 | RF:0.1000000000 | SWN:0.1000000000 | WB:0.1000000000,0.5,0.5
2009-01-02,2008-12-30,False,True,,NCC | WB,FHN | RF | SWN,FHN:0.1000000000 | RF:0.1000000000 | SWN:0.1000000000,0.3,0.7
2009-01-08,2009-01-07,True,False,ADM | BK | NUE | SUN,RF | SWN,ADM | BK | FHN | NUE | SUN,ADM:0.1000000000 | BK:0.1000000000 | FHN:0.1000000000 | NUE:0.1000000000 | SUN:0.1000000000,0.5,0.5
2009-01-15,2009-01-14,True,False,F | STR,BK | FHN,ADM | F | NUE | STR | SUN,ADM:0.1000000000 | F:0.1000000000 | NUE:0.1000000000 | STR:0.1000000000 | SUN:0.1000000000,0.5,0.5
2009-01-23,2009-01-22,True,False,AN,STR,ADM | AN | F | NUE | SUN,ADM:0.1000000000 | AN:0.1000000000 | F:0.1000000000 | NUE:0.1000000000 | SUN:0.1000000000,0.5,0.5
2009-01-30,2009-01-29,True,False,LEN | LM | ODP,ADM | F | NUE,AN | LEN | LM | ODP | SUN,AN:0.1000000000 | LEN:0.1000000000 | LM:0.1000000000 | ODP:0.1000000000 | SUN:0.1000000000,0.5,0.5
2009-02-13,2009-02-12,True,False,GNW | PLD | SLM,LEN | LM | SUN,AN | GNW | ODP | PLD | SLM,AN:0.1000000000 | GNW:0.1000000000 | ODP:0.1000000000 | PLD:0.1000000000 | SLM:0.1000000000,0.5,0.5
2009-02-23,2009-02-20,True,False,HIG | SNDK,AN | ODP,GNW | HIG | PLD | SLM | SNDK,GNW:0.1000000000 | HIG:0.1000000000 | PLD:0.1000000000 | SLM:0.1000000000 | SNDK:0.1000000000,0.5,0.5
2009-03-02,2009-02-27,True,False,LNC,SLM,GNW | HIG | LNC | PLD | SNDK,GNW:0.1000000000 | HIG:0.1000000000 | LNC:0.1000000000 | PLD:0.1000000000 | SNDK:0.1000000000,0.5,0.5
2009-03-09,2009-03-06,True,False,MS | MU,LNC | SNDK,GNW | HIG | MS | MU | PLD,GNW:0.1000000000 | HIG:0.1000000000 | MS:0.1000000000 | MU:0.1000000000 | PLD:0.1000000000,0.5,0.5
2009-03-16,2009-03-13,True,False,CI | CVH | GS,GNW | HIG | PLD,CI | CVH | GS | MS | MU,CI:0.1000000000 | CVH:0.1000000000 | GS:0.1000000000 | MS:0.1000000000 | MU:0.1000000000,0.5,0.5
2009-03-23,2009-03-20,True,False,S,GS,CI | CVH | MS | MU | S,CI:0.1000000000 | CVH:0.1000000000 | MS:0.1000000000 | MU:0.1000000000 | S:0.1000000000,0.5,0.5
2009-03-30,2009-03-27,True,False,CF | FCX,CI | CVH,CF | FCX | MS | MU | S,CF:0.1000000000 | FCX:0.1000000000 | MS:0.1000000000 | MU:0.1000000000 | S:0.1000000000,0.5,0.5
2009-04-14,2009-04-13,True,False,DNR,MU,CF | DNR | FCX | MS | S,CF:0.1000000000 | DNR:0.1000000000 | FCX:0.1000000000 | MS:0.1000000000 | S:0.1000000000,0.5,0.5
2009-04-21,2009-04-20,True,False,JAVA,CF,DNR | FCX | JAVA | MS | S,DNR:0.1000000000 | FCX:0.1000000000 | JAVA:0.1000000000 | MS:0.1000000000 | S:0.1000000000,0.5,0.5
2009-04-28,2009-04-27,True,False,DHI | XL,DNR | MS,DHI | FCX | JAVA | S | XL,DHI:0.1000000000 | FCX:0.1000000000 | JAVA:0.1000000000 | S:0.1000000000 | XL:0.1000000000,0.5,0.5
2009-05-12,2009-05-11,True,False,TWX | TXT,DHI | JAVA,FCX | S | TWX | TXT | XL,FCX:0.1000000000 | S:0.1000000000 | TWX:0.1000000000 | TXT:0.1000000000 | XL:0.1000000000,0.5,0.5
2009-05-19,2009-05-18,True,False,FITB | HBAN | STI,FCX | S | TXT,FITB | HBAN | STI | TWX | XL,FITB:0.1000000000 | HBAN:0.1000000000 | STI:0.1000000000 | TWX:0.1000000000 | XL:0.1000000000,0.5,0.5
2009-05-27,2009-05-26,True,False,AIG,STI,AIG | FITB | HBAN | TWX | XL,AIG:0.1000000000 | FITB:0.1000000000 | HBAN:0.1000000000 | TWX:0.1000000000 | XL:0.1000000000,0.5,0.5
2009-06-03,2009-06-02,True,False,GNW | ODP,FITB | HBAN,AIG | GNW | ODP | TWX | XL,AIG:0.1000000000 | GNW:0.1000000000 | ODP:0.1000000000 | TWX:0.1000000000 | XL:0.1000000000,0.5,0.5
