effective_session,source_signal_date,rebalance_at_open,forced_universe_exit_at_open,buy,sell,held_during_session,target_weights,gross_target,cash_target
2016-10-20,2016-10-19,True,False,LLTC,STX,CHK | JWN | LLTC | MU | WMB,CHK:0.2000000000 | JWN:0.2000000000 | LLTC:0.2000000000 | MU:0.2000000000 | WMB:0.2000000000,1.0,0.0
2016-10-27,2016-10-26,True,False,ENDP,LLTC,CHK | ENDP | JWN | MU | WMB,CHK:0.2000000000 | ENDP:0.2000000000 | JWN:0.2000000000 | MU:0.2000000000 | WMB:0.2000000000,1.0,0.0
2016-11-03,2016-11-02,True,False,WDC,ENDP,CHK | JWN | MU | WDC | WMB,CHK:0.2000000000 | JWN:0.2000000000 | MU:0.2000000000 | WDC:0.2000000000 | WMB:0.2000000000,1.0,0.0
2016-11-10,2016-11-09,True,False,APA,JWN,APA | CHK | MU | WDC | WMB,APA:0.2000000000 | CHK:0.2000000000 | MU:0.2000000000 | WDC:0.2000000000 | WMB:0.2000000000,1.0,0.0
2016-11-17,2016-11-16,True,False,BBY | NFLX,CHK | WMB,APA | BBY | MU | NFLX | WDC,APA:0.2000000000 | BBY:0.2000000000 | MU:0.2000000000 | NFLX:0.2000000000 | WDC:0.2000000000,1.0,0.0
2016-11-25,2016-11-23,True,False,NVDA | UAL,BBY | MU,APA | NFLX | NVDA | UAL | WDC,APA:0.2000000000 | NFLX:0.2000000000 | NVDA:0.2000000000 | UAL:0.2000000000 | WDC:0.2000000000,1.0,0.0
2016-12-02,2016-12-01,True,False,AKAM,NVDA,AKAM | APA | NFLX | UAL | WDC,AKAM:0.2000000000 | APA:0.2000000000 | NFLX:0.2000000000 | UAL:0.2000000000 | WDC:0.2000000000,1.0,0.0
2016-12-09,2016-12-08,True,False,FCX | NVDA | RCL,APA | UAL | WDC,AKAM | FCX | NFLX | NVDA | RCL,AKAM:0.2000000000 | FCX:0.2000000000 | NFLX:0.2000000000 | NVDA:0.2000000000 | RCL:0.2000000000,1.0,0.0
2016-12-16,2016-12-15,True,False,HAR | LNC | RF,AKAM | NFLX | RCL,FCX | HAR | LNC | NVDA | RF,FCX:0.2000000000 | HAR:0.2000000000 | LNC:0.2000000000 | NVDA:0.2000000000 | RF:0.2000000000,1.0,0.0
2017-01-18,2017-01-17,True,False,RIG,LNC,FCX | HAR | NVDA | RF | RIG,FCX:0.2000000000 | HAR:0.2000000000 | NVDA:0.2000000000 | RF:0.2000000000 | RIG:0.2000000000,1.0,0.0
2017-02-01,2017-01-31,True,False,URI,FCX,HAR | NVDA | RF | RIG | URI,HAR:0.2000000000 | NVDA:0.2000000000 | RF:0.2000000000 | RIG:0.2000000000 | URI:0.2000000000,1.0,0.0
2017-02-08,2017-02-07,True,False,CF,RF,CF | HAR | NVDA | RIG | URI,CF:0.2000000000 | HAR:0.2000000000 | NVDA:0.2000000000 | RIG:0.2000000000 | URI:0.2000000000,1.0,0.0
2017-02-15,2017-02-14,True,False,CHK | NRG,NVDA | URI,CF | CHK | HAR | NRG | RIG,CF:0.2000000000 | CHK:0.2000000000 | HAR:0.2000000000 | NRG:0.2000000000 | RIG:0.2000000000,1.0,0.0
2017-02-23,2017-02-22,True,False,CSX | ILMN,CHK | HAR,CF | CSX | ILMN | NRG | RIG,CF:0.2000000000 | CSX:0.2000000000 | ILMN:0.2000000000 | NRG:0.2000000000 | RIG:0.2000000000,1.0,0.0
2017-03-09,2017-03-08,True,False,NVDA,RIG,CF | CSX | ILMN | NRG | NVDA,CF:0.2000000000 | CSX:0.2000000000 | ILMN:0.2000000000 | NRG:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2017-03-23,2017-03-22,True,False,AMD | CNC,CF | NVDA,AMD | CNC | CSX | ILMN | NRG,AMD:0.2000000000 | CNC:0.2000000000 | CSX:0.2000000000 | ILMN:0.2000000000 | NRG:0.2000000000,1.0,0.0
2017-03-30,2017-03-29,True,False,INCY,CNC,AMD | CSX | ILMN | INCY | NRG,AMD:0.2000000000 | CSX:0.2000000000 | ILMN:0.2000000000 | INCY:0.2000000000 | NRG:0.2000000000,1.0,0.0
2017-04-06,2017-04-05,True,False,ATVI,AMD,ATVI | CSX | ILMN | INCY | NRG,ATVI:0.2000000000 | CSX:0.2000000000 | ILMN:0.2000000000 | INCY:0.2000000000 | NRG:0.2000000000,1.0,0.0
2017-04-13,2017-04-12,True,False,AMD,ILMN,AMD | ATVI | CSX | INCY | NRG,AMD:0.2000000000 | ATVI:0.2000000000 | CSX:0.2000000000 | INCY:0.2000000000 | NRG:0.2000000000,1.0,0.0
2017-04-21,2017-04-20,True,False,WYNN,CSX,AMD | ATVI | INCY | NRG | WYNN,AMD:0.2000000000 | ATVI:0.2000000000 | INCY:0.2000000000 | NRG:0.2000000000 | WYNN:0.2000000000,1.0,0.0
2017-04-28,2017-04-27,True,False,MU,NRG,AMD | ATVI | INCY | MU | WYNN,AMD:0.2000000000 | ATVI:0.2000000000 | INCY:0.2000000000 | MU:0.2000000000 | WYNN:0.2000000000,1.0,0.0
2017-05-12,2017-05-11,True,False,VRTX,AMD,ATVI | INCY | MU | VRTX | WYNN,ATVI:0.2000000000 | INCY:0.2000000000 | MU:0.2000000000 | VRTX:0.2000000000 | WYNN:0.2000000000,1.0,0.0
2017-05-19,2017-05-18,True,False,FMC | HRB,ATVI | INCY,FMC | HRB | MU | VRTX | WYNN,FMC:0.2000000000 | HRB:0.2000000000 | MU:0.2000000000 | VRTX:0.2000000000 | WYNN:0.2000000000,1.0,0.0
2017-06-05,2017-06-02,True,False,BCR,MU,BCR | FMC | HRB | VRTX | WYNN,BCR:0.2000000000 | FMC:0.2000000000 | HRB:0.2000000000 | VRTX:0.2000000000 | WYNN:0.2000000000,1.0,0.0
2017-06-12,2017-06-09,True,False,NVDA,HRB,BCR | FMC | NVDA | VRTX | WYNN,BCR:0.2000000000 | FMC:0.2000000000 | NVDA:0.2000000000 | VRTX:0.2000000000 | WYNN:0.2000000000,1.0,0.0
2017-06-19,2017-06-16,True,False,WFM,WYNN,BCR | FMC | NVDA | VRTX | WFM,BCR:0.2000000000 | FMC:0.2000000000 | NVDA:0.2000000000 | VRTX:0.2000000000 | WFM:0.2000000000,1.0,0.0
2017-07-03,2017-06-30,True,False,ADSK | BBY,FMC | VRTX,ADSK | BBY | BCR | NVDA | WFM,ADSK:0.2000000000 | BBY:0.2000000000 | BCR:0.2000000000 | NVDA:0.2000000000 | WFM:0.2000000000,1.0,0.0
2017-07-11,2017-07-10,True,False,REGN,WFM,ADSK | BBY | BCR | NVDA | REGN,ADSK:0.2000000000 | BBY:0.2000000000 | BCR:0.2000000000 | NVDA:0.2000000000 | REGN:0.2000000000,1.0,0.0
2017-07-25,2017-07-24,True,False,ATVI | HRB | MU,ADSK | BBY | BCR,ATVI | HRB | MU | NVDA | REGN,ATVI:0.2000000000 | HRB:0.2000000000 | MU:0.2000000000 | NVDA:0.2000000000 | REGN:0.2000000000,1.0,0.0
2017-08-01,2017-07-31,True,False,WFM,ATVI,HRB | MU | NVDA | REGN | WFM,HRB:0.2000000000 | MU:0.2000000000 | NVDA:0.2000000000 | REGN:0.2000000000 | WFM:0.2000000000,1.0,0.0
2017-08-08,2017-08-07,True,False,AMD,MU,AMD | HRB | NVDA | REGN | WFM,AMD:0.2000000000 | HRB:0.2000000000 | NVDA:0.2000000000 | REGN:0.2000000000 | WFM:0.2000000000,1.0,0.0
2017-08-15,2017-08-14,True,False,NRG,REGN,AMD | HRB | NRG | NVDA | WFM,AMD:0.2000000000 | HRB:0.2000000000 | NRG:0.2000000000 | NVDA:0.2000000000 | WFM:0.2000000000,1.0,0.0
2017-08-28,2017-08-21,False,True,,WFM,AMD | HRB | NRG | NVDA,AMD:0.2000000000 | HRB:0.2000000000 | NRG:0.2000000000 | NVDA:0.2000000000,0.8,0.2
2017-08-29,2017-08-28,True,False,ALXN | SIG | VRTX,HRB | NVDA,ALXN | AMD | NRG | SIG | VRTX,ALXN:0.2000000000 | AMD:0.2000000000 | NRG:0.2000000000 | SIG:0.2000000000 | VRTX:0.2000000000,1.0,0.0
2017-09-06,2017-09-05,True,False,CF | FCX,AMD | SIG,ALXN | CF | FCX | NRG | VRTX,ALXN:0.2000000000 | CF:0.2000000000 | FCX:0.2000000000 | NRG:0.2000000000 | VRTX:0.2000000000,1.0,0.0
2017-09-13,2017-09-12,True,False,KORS,CF,ALXN | FCX | KORS | NRG | VRTX,ALXN:0.2000000000 | FCX:0.2000000000 | KORS:0.2000000000 | NRG:0.2000000000 | VRTX:0.2000000000,1.0,0.0
2017-09-27,2017-09-26,True,False,RL,ALXN,FCX | KORS | NRG | RL | VRTX,FCX:0.2000000000 | KORS:0.2000000000 | NRG:0.2000000000 | RL:0.2000000000 | VRTX:0.2000000000,1.0,0.0
2017-10-11,2017-10-10,True,False,TSCO,NRG,FCX | KORS | RL | TSCO | VRTX,FCX:0.2000000000 | KORS:0.2000000000 | RL:0.2000000000 | TSCO:0.2000000000 | VRTX:0.2000000000,1.0,0.0
2017-10-18,2017-10-17,True,False,GPS | PRGO,FCX | VRTX,GPS | KORS | PRGO | RL | TSCO,GPS:0.2000000000 | KORS:0.2000000000 | PRGO:0.2000000000 | RL:0.2000000000 | TSCO:0.2000000000,1.0,0.0
2017-10-25,2017-10-24,True,False,CF,PRGO,CF | GPS | KORS | RL | TSCO,CF:0.2000000000 | GPS:0.2000000000 | KORS:0.2000000000 | RL:0.2000000000 | TSCO:0.2000000000,1.0,0.0
2017-11-01,2017-10-31,True,False,MU,TSCO,CF | GPS | KORS | MU | RL,CF:0.2000000000 | GPS:0.2000000000 | KORS:0.2000000000 | MU:0.2000000000 | RL:0.2000000000,1.0,0.0
2017-11-08,2017-11-07,True,False,MYL | PRGO | RRC,CF | KORS | RL,GPS | MU | MYL | PRGO | RRC,GPS:0.2000000000 | MU:0.2000000000 | MYL:0.2000000000 | PRGO:0.2000000000 | RRC:0.2000000000,1.0,0.0
2017-11-15,2017-11-14,True,False,CF | MRO,PRGO | RRC,CF | GPS | MRO | MU | MYL,CF:0.2000000000 | GPS:0.2000000000 | MRO:0.2000000000 | MU:0.2000000000 | MYL:0.2000000000,1.0,0.0
2017-11-22,2017-11-21,True,False,SIG | STX,GPS | MRO,CF | MU | MYL | SIG | STX,CF:0.2000000000 | MU:0.2000000000 | MYL:0.2000000000 | SIG:0.2000000000 | STX:0.2000000000,1.0,0.0
2017-11-30,2017-11-29,True,False,ALGN | MRO,SIG | STX,ALGN | CF | MRO | MU | MYL,ALGN:0.2000000000 | CF:0.2000000000 | MRO:0.2000000000 | MU:0.2000000000 | MYL:0.2000000000,1.0,0.0
2017-12-07,2017-12-06,True,False,KORS | LB,CF | MYL,ALGN | KORS | LB | MRO | MU,ALGN:0.2000000000 | KORS:0.2000000000 | LB:0.2000000000 | MRO:0.2000000000 | MU:0.2000000000,1.0,0.0
2017-12-21,2017-12-20,True,False,MAT,MRO,ALGN | KORS | LB | MAT | MU,ALGN:0.2000000000 | KORS:0.2000000000 | LB:0.2000000000 | MAT:0.2000000000 | MU:0.2000000000,1.0,0.0
2018-01-08,2018-01-05,True,False,FL | KR,MAT | MU,ALGN | FL | KORS | KR | LB,ALGN:0.2000000000 | FL:0.2000000000 | KORS:0.2000000000 | KR:0.2000000000 | LB:0.2000000000,1.0,0.0
2018-01-16,2018-01-12,True,False,M,ALGN,FL | KORS | KR | LB | M,FL:0.2000000000 | KORS:0.2000000000 | KR:0.2000000000 | LB:0.2000000000 | M:0.2000000000,1.0,0.0
2018-01-30,2018-01-29,True,False,COTY,M,COTY | FL | KORS | KR | LB,COTY:0.2000000000 | FL:0.2000000000 | KORS:0.2000000000 | KR:0.2000000000 | LB:0.2000000000,1.0,0.0
2018-02-06,2018-02-05,True,False,AAP | UA,KR | LB,AAP | COTY | FL | KORS | UA,AAP:0.2000000000 | COTY:0.2000000000 | FL:0.2000000000 | KORS:0.2000000000 | UA:0.2000000000,1.0,0.0
2018-02-13,2018-02-12,True,False,DVA | EVHC,COTY | KORS,AAP | DVA | EVHC | FL | UA,AAP:0.2000000000 | DVA:0.2000000000 | EVHC:0.2000000000 | FL:0.2000000000 | UA:0.2000000000,1.0,0.0
2018-02-21,2018-02-20,True,False,FCX | KSS | VIAB,AAP | EVHC | UA,DVA | FCX | FL | KSS | VIAB,DVA:0.2000000000 | FCX:0.2000000000 | FL:0.2000000000 | KSS:0.2000000000 | VIAB:0.2000000000,1.0,0.0
2018-02-28,2018-02-27,True,False,AAP | GWW,FL | VIAB,AAP | DVA | FCX | GWW | KSS,AAP:0.2000000000 | DVA:0.2000000000 | FCX:0.2000000000 | GWW:0.2000000000 | KSS:0.2000000000,1.0,0.0
2018-03-07,2018-03-06,True,False,NFLX,AAP,DVA | FCX | GWW | KSS | NFLX,DVA:0.2000000000 | FCX:0.2000000000 | GWW:0.2000000000 | KSS:0.2000000000 | NFLX:0.2000000000,1.0,0.0
2018-03-14,2018-03-13,True,False,NVDA,DVA,FCX | GWW | KSS | NFLX | NVDA,FCX:0.2000000000 | GWW:0.2000000000 | KSS:0.2000000000 | NFLX:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2018-03-21,2018-03-20,True,False,CSRA | NKTR,FCX | GWW,CSRA | KSS | NFLX | NKTR | NVDA,CSRA:0.2000000000 | KSS:0.2000000000 | NFLX:0.2000000000 | NKTR:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2018-04-04,2018-03-27,False,True,,CSRA,KSS | NFLX | NKTR | NVDA,KSS:0.2000000000 | NFLX:0.2000000000 | NKTR:0.2000000000 | NVDA:0.2000000000,0.8,0.2
2018-04-05,2018-04-04,True,False,TRIP | XL,KSS,NFLX | NKTR | NVDA | TRIP | XL,NFLX:0.2000000000 | NKTR:0.2000000000 | NVDA:0.2000000000 | TRIP:0.2000000000 | XL:0.2000000000,1.0,0.0
2018-04-12,2018-04-11,True,False,MU,NVDA,MU | NFLX | NKTR | TRIP | XL,MU:0.2000000000 | NFLX:0.2000000000 | NKTR:0.2000000000 | TRIP:0.2000000000 | XL:0.2000000000,1.0,0.0
2018-05-03,2018-05-02,True,False,UAA,NFLX,MU | NKTR | TRIP | UAA | XL,MU:0.2000000000 | NKTR:0.2000000000 | TRIP:0.2000000000 | UAA:0.2000000000 | XL:0.2000000000,1.0,0.0
2018-05-10,2018-05-09,True,False,UA,TRIP,MU | NKTR | UA | UAA | XL,MU:0.2000000000 | NKTR:0.2000000000 | UA:0.2000000000 | UAA:0.2000000000 | XL:0.2000000000,1.0,0.0
2018-05-17,2018-05-16,True,False,ADSK | HES | NFLX,NKTR | UA | UAA,ADSK | HES | MU | NFLX | XL,ADSK:0.2000000000 | HES:0.2000000000 | MU:0.2000000000 | NFLX:0.2000000000 | XL:0.2000000000,1.0,0.0
2018-05-24,2018-05-23,True,False,ANDV | BHGE | NFX,ADSK | MU | NFLX,ANDV | BHGE | HES | NFX | XL,ANDV:0.2000000000 | BHGE:0.2000000000 | HES:0.2000000000 | NFX:0.2000000000 | XL:0.2000000000,1.0,0.0
2018-06-08,2018-06-07,True,False,CMG,XL,ANDV | BHGE | CMG | HES | NFX,ANDV:0.2000000000 | BHGE:0.2000000000 | CMG:0.2000000000 | HES:0.2000000000 | NFX:0.2000000000,1.0,0.0
2018-06-15,2018-06-14,True,False,MRO,BHGE,ANDV | CMG | HES | MRO | NFX,ANDV:0.2000000000 | CMG:0.2000000000 | HES:0.2000000000 | MRO:0.2000000000 | NFX:0.2000000000,1.0,0.0
2018-06-22,2018-06-21,True,False,UA,NFX,ANDV | CMG | HES | MRO | UA,ANDV:0.2000000000 | CMG:0.2000000000 | HES:0.2000000000 | MRO:0.2000000000 | UA:0.2000000000,1.0,0.0
2018-06-29,2018-06-28,True,False,JEF,HES,ANDV | CMG | JEF | MRO | UA,ANDV:0.2000000000 | CMG:0.2000000000 | JEF:0.2000000000 | MRO:0.2000000000 | UA:0.2000000000,1.0,0.0
2018-07-09,2018-07-06,True,False,AMD | TWTR,ANDV | MRO,AMD | CMG | JEF | TWTR | UA,AMD:0.2000000000 | CMG:0.2000000000 | JEF:0.2000000000 | TWTR:0.2000000000 | UA:0.2000000000,1.0,0.0
2018-07-30,2018-07-27,True,False,TRIP,CMG,AMD | JEF | TRIP | TWTR | UA,AMD:0.2000000000 | JEF:0.2000000000 | TRIP:0.2000000000 | TWTR:0.2000000000 | UA:0.2000000000,1.0,0.0
2018-08-13,2018-08-10,True,False,HBI,UA,AMD | HBI | JEF | TRIP | TWTR,AMD:0.2000000000 | HBI:0.2000000000 | JEF:0.2000000000 | TRIP:0.2000000000 | TWTR:0.2000000000,1.0,0.0
2018-08-27,2018-08-24,True,False,MNST,JEF,AMD | HBI | MNST | TRIP | TWTR,AMD:0.2000000000 | HBI:0.2000000000 | MNST:0.2000000000 | TRIP:0.2000000000 | TWTR:0.2000000000,1.0,0.0
2018-09-04,2018-08-31,True,False,ARNC | CF | CPB | REGN,HBI | MNST | TRIP | TWTR,AMD | ARNC | CF | CPB | REGN,AMD:0.2000000000 | ARNC:0.2000000000 | CF:0.2000000000 | CPB:0.2000000000 | REGN:0.2000000000,1.0,0.0
2018-09-18,2018-09-17,True,False,BIIB | CTL | FLS,AMD | CF | CPB,ARNC | BIIB | CTL | FLS | REGN,ARNC:0.2000000000 | BIIB:0.2000000000 | CTL:0.2000000000 | FLS:0.2000000000 | REGN:0.2000000000,1.0,0.0
2018-09-25,2018-09-24,True,False,AMD,REGN,AMD | ARNC | BIIB | CTL | FLS,AMD:0.2000000000 | ARNC:0.2000000000 | BIIB:0.2000000000 | CTL:0.2000000000 | FLS:0.2000000000,1.0,0.0
2018-10-02,2018-10-01,True,False,NKTR,CTL,AMD | ARNC | BIIB | FLS | NKTR,AMD:0.2000000000 | ARNC:0.2000000000 | BIIB:0.2000000000 | FLS:0.2000000000 | NKTR:0.2000000000,1.0,0.0
2018-10-09,2018-10-08,True,False,JWN,BIIB,AMD | ARNC | FLS | JWN | NKTR,AMD:0.2000000000 | ARNC:0.2000000000 | FLS:0.2000000000 | JWN:0.2000000000 | NKTR:0.2000000000,1.0,0.0
2018-10-23,2018-10-22,True,False,FTNT,JWN,AMD | ARNC | FLS | FTNT | NKTR,AMD:0.2000000000 | ARNC:0.2000000000 | FLS:0.2000000000 | FTNT:0.2000000000 | NKTR:0.2000000000,1.0,0.0
2018-10-30,2018-10-29,True,False,ABMD,ARNC,ABMD | AMD | FLS | FTNT | NKTR,ABMD:0.2000000000 | AMD:0.2000000000 | FLS:0.2000000000 | FTNT:0.2000000000 | NKTR:0.2000000000,1.0,0.0
2018-11-06,2018-11-05,True,False,JWN | NLSN,ABMD | NKTR,AMD | FLS | FTNT | JWN | NLSN,AMD:0.2000000000 | FLS:0.2000000000 | FTNT:0.2000000000 | JWN:0.2000000000 | NLSN:0.2000000000,1.0,0.0
2018-11-13,2018-11-12,True,False,ATVI | AVGO | PCG,FLS | FTNT | NLSN,AMD | ATVI | AVGO | JWN | PCG,AMD:0.2000000000 | ATVI:0.2000000000 | AVGO:0.2000000000 | JWN:0.2000000000 | PCG:0.2000000000,1.0,0.0
2018-11-20,2018-11-19,True,False,MOS | XEC,ATVI | JWN,AMD | AVGO | MOS | PCG | XEC,AMD:0.2000000000 | AVGO:0.2000000000 | MOS:0.2000000000 | PCG:0.2000000000 | XEC:0.2000000000,1.0,0.0
2018-11-28,2018-11-27,True,False,LB | SBUX | ULTA | XLNX,AMD | AVGO | MOS | XEC,LB | PCG | SBUX | ULTA | XLNX,LB:0.2000000000 | PCG:0.2000000000 | SBUX:0.2000000000 | ULTA:0.2000000000 | XLNX:0.2000000000,1.0,0.0
2018-12-06,2018-12-04,True,False,RHT | UAA,PCG | ULTA,LB | RHT | SBUX | UAA | XLNX,LB:0.2000000000 | RHT:0.2000000000 | SBUX:0.2000000000 | UAA:0.2000000000 | XLNX:0.2000000000,1.0,0.0
2018-12-13,2018-12-12,True,False,TRIP,SBUX,LB | RHT | TRIP | UAA | XLNX,LB:0.2000000000 | RHT:0.2000000000 | TRIP:0.2000000000 | UAA:0.2000000000 | XLNX:0.2000000000,1.0,0.0
2018-12-20,2018-12-19,True,False,,,LB | RHT | TRIP | UAA | XLNX,LB:0.1000000000 | RHT:0.1000000000 | TRIP:0.1000000000 | UAA:0.1000000000 | XLNX:0.1000000000,0.5,0.5
2018-12-28,2018-12-27,True,False,NWL | TWTR,LB | UAA,NWL | RHT | TRIP | TWTR | XLNX,NWL:0.1000000000 | RHT:0.1000000000 | TRIP:0.1000000000 | TWTR:0.1000000000 | XLNX:0.1000000000,0.5,0.5
2019-01-29,2019-01-28,True,False,MCHP,TWTR,MCHP | NWL | RHT | TRIP | XLNX,MCHP:0.1000000000 | NWL:0.1000000000 | RHT:0.1000000000 | TRIP:0.1000000000 | XLNX:0.1000000000,0.5,0.5
2019-02-05,2019-02-04,True,False,CELG | FL | NEM | XRAY,MCHP | RHT | TRIP | XLNX,CELG | FL | NEM | NWL | XRAY,CELG:0.1000000000 | FL:0.1000000000 | NEM:0.1000000000 | NWL:0.1000000000 | XRAY:0.1000000000,0.5,0.5
2019-02-12,2019-02-11,True,False,DLTR | MCHP | NKTR,NEM | NWL | XRAY,CELG | DLTR | FL | MCHP | NKTR,CELG:0.2000000000 | DLTR:0.2000000000 | FL:0.2000000000 | MCHP:0.2000000000 | NKTR:0.2000000000,1.0,0.0
2019-02-20,2019-02-19,True,False,INCY | NFLX,DLTR | MCHP,CELG | FL | INCY | NFLX | NKTR,CELG:0.2000000000 | FL:0.2000000000 | INCY:0.2000000000 | NFLX:0.2000000000 | NKTR:0.2000000000,1.0,0.0
2019-02-27,2019-02-26,True,False,XLNX,FL,CELG | INCY | NFLX | NKTR | XLNX,CELG:0.2000000000 | INCY:0.2000000000 | NFLX:0.2000000000 | NKTR:0.2000000000 | XLNX:0.2000000000,1.0,0.0
2019-03-06,2019-03-05,True,False,GE,NKTR,CELG | GE | INCY | NFLX | XLNX,CELG:0.2000000000 | GE:0.2000000000 | INCY:0.2000000000 | NFLX:0.2000000000 | XLNX:0.2000000000,1.0,0.0
2019-03-20,2019-03-19,True,False,COTY,INCY,CELG | COTY | GE | NFLX | XLNX,CELG:0.2000000000 | COTY:0.2000000000 | GE:0.2000000000 | NFLX:0.2000000000 | XLNX:0.2000000000,1.0,0.0
2019-04-03,2019-04-02,True,False,MAT | WDC,CELG | NFLX,COTY | GE | MAT | WDC | XLNX,COTY:0.2000000000 | GE:0.2000000000 | MAT:0.2000000000 | WDC:0.2000000000 | XLNX:0.2000000000,1.0,0.0
2019-04-10,2019-04-09,True,False,ALGN | ANET,GE | MAT,ALGN | ANET | COTY | WDC | XLNX,ALGN:0.2000000000 | ANET:0.2000000000 | COTY:0.2000000000 | WDC:0.2000000000 | XLNX:0.2000000000,1.0,0.0
2019-05-02,2019-05-01,True,False,CAG | NVDA,WDC | XLNX,ALGN | ANET | CAG | COTY | NVDA,ALGN:0.2000000000 | ANET:0.2000000000 | CAG:0.2000000000 | COTY:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2019-05-16,2019-05-15,True,False,APC | DOW,ALGN | COTY,ANET | APC | CAG | DOW | NVDA,ANET:0.2000000000 | APC:0.2000000000 | CAG:0.2000000000 | DOW:0.2000000000 | NVDA:0.2000000000,1.0,0.0
2019-05-31,2019-05-30,True,False,QCOM,ANET,APC | CAG | DOW | NVDA | QCOM,APC:0.2000000000 | CAG:0.2000000000 | DOW:0.2000000000 | NVDA:0.2000000000 | QCOM:0.2000000000,1.0,0.0
2019-06-07,2019-06-06,True,False,ALGN,NVDA,ALGN | APC | CAG | DOW | QCOM,ALGN:0.2000000000 | APC:0.2000000000 | CAG:0.2000000000 | DOW:0.2000000000 | QCOM:0.2000000000,1.0,0.0
2019-06-21,2019-06-20,True,False,COTY,CAG,ALGN | APC | COTY | DOW | QCOM,ALGN:0.2000000000 | APC:0.2000000000 | COTY:0.2000000000 | DOW:0.2000000000 | QCOM:0.2000000000,1.0,0.0
2019-06-28,2019-06-27,True,False,AMD | ARNC,ALGN | COTY,AMD | APC | ARNC | DOW | QCOM,AMD:0.2000000000 | APC:0.2000000000 | ARNC:0.2000000000 | DOW:0.2000000000 | QCOM:0.2000000000,1.0,0.0
2019-07-08,2019-07-05,True,False,COTY | TTWO,AMD | DOW,APC | ARNC | COTY | QCOM | TTWO,APC:0.2000000000 | ARNC:0.2000000000 | COTY:0.2000000000 | QCOM:0.2000000000 | TTWO:0.2000000000,1.0,0.0
2019-07-15,2019-07-12,True,False,UAA,ARNC,APC | COTY | QCOM | TTWO | UAA,APC:0.2000000000 | COTY:0.2000000000 | QCOM:0.2000000000 | TTWO:0.2000000000 | UAA:0.2000000000,1.0,0.0
2019-07-22,2019-07-19,True,False,ANTM | RMD,APC | QCOM,ANTM | COTY | RMD | TTWO | UAA,ANTM:0.2000000000 | COTY:0.2000000000 | RMD:0.2000000000 | TTWO:0.2000000000 | UAA:0.2000000000,1.0,0.0
2019-07-29,2019-07-26,True,False,AGN | ILMN | INCY,ANTM | RMD | UAA,AGN | COTY | ILMN | INCY | TTWO,AGN:0.2000000000 | COTY:0.2000000000 | ILMN:0.2000000000 | INCY:0.2000000000 | TTWO:0.2000000000,1.0,0.0
2019-08-05,2019-08-02,True,False,MKTX | UAA,COTY | INCY,AGN | ILMN | MKTX | TTWO | UAA,AGN:0.2000000000 | ILMN:0.2000000000 | MKTX:0.2000000000 | TTWO:0.2000000000 | UAA:0.2000000000,1.0,0.0
